"Term","Estimate","SE","Statistic","P_value","CI_lower","CI_upper","Odds_Ratio","OR_CI_lower","OR_CI_upper","Std_Estimate_y_sd","Random_Intercept_Variance","N_observations","N_unique_instances","Model_Type","Simplification","P_value_method"
"(Intercept)",0.274416537920364,0.111872210530003,2.45294641645405,0.014169144338328,0.0551470052815584,0.49368607055917,1.31576275319053,1.05669594314281,1.63834415558986,,2.01440364596173,104396,2004,"glmerMod","full_bobyqa_100000","lme4_wald_z"
"consensusunanimous correct",1.11560453765104,0.0295640032176435,37.7352325880299,1.31388458122761e-311,1.05765909134446,1.17354998395762,3.05141231533513,2.87962216071356,3.23345098715021,,2.01440364596173,104396,2004,"glmerMod","full_bobyqa_100000","lme4_wald_z"
"reasoning_depthcot",-1.05776518916935,0.0362660516206633,-29.166814193985,5.11354191198491e-187,-1.12884665034585,-0.986683727992853,0.347230939338067,0.323406041651359,0.372810985898568,,2.01440364596173,104396,2004,"glmerMod","full_bobyqa_100000","lme4_wald_z"
"authoritypresent",-0.148807355178907,0.0304147129882712,-4.8926108635742,9.95070302081491e-07,-0.208420192635918,-0.0891945177218953,0.861735107715272,0.811865824988619,0.914667637204044,,2.01440364596173,104396,2004,"glmerMod","full_bobyqa_100000","lme4_wald_z"
"modelmistral_it",-1.46637382303918,0.0237019122308284,-61.8673214531572,0,-1.5128295710116,-1.41991807506675,0.230760749176079,0.220285781010834,0.241733820112913,,2.01440364596173,104396,2004,"glmerMod","full_bobyqa_100000","lme4_wald_z"
"modelgemma2_it",-2.78321330471847,0.0294370627373589,-94.5479285603539,0,-2.84090994768369,-2.72551666175324,0.061839478690039,0.0583725258461189,0.0655123462489341,,2.01440364596173,104396,2004,"glmerMod","full_bobyqa_100000","lme4_wald_z"
"modelllama31_it",-0.919996022048693,0.0223394820313439,-41.1825135765401,0,-0.963781406830127,-0.876210637267259,0.398520626377008,0.381447746253494,0.416357656344306,,2.01440364596173,104396,2004,"glmerMod","full_bobyqa_100000","lme4_wald_z"
"taskgeometric_shapes",0.107615833800781,0.142965963216003,0.752737444493601,0.45160770409421,-0.172597454102586,0.387829121704147,1.11361984809547,0.8414762795001,1.47377792610973,,2.01440364596173,104396,2004,"glmerMod","full_bobyqa_100000","lme4_wald_z"
"tasklogical_deduction_seven_objects",-0.0150743092903416,0.147150044492794,-0.102441758290327,0.91840603967569,-0.303488396496219,0.273339777915535,0.985038739353687,0.738238455234807,1.31434675496399,,2.01440364596173,104396,2004,"glmerMod","full_bobyqa_100000","lme4_wald_z"
"taskmmlu_pro",0.340115927643395,0.129337883720504,2.62966980639931,0.00854678363575219,0.0866136755512061,0.593618179735584,1.40511047226792,1.09047532105561,1.81052739218874,,2.01440364596173,104396,2004,"glmerMod","full_bobyqa_100000","lme4_wald_z"
"tasktemporal_sequences",0.140192172761925,0.148118858820649,0.946484288889086,0.343901631962678,-0.150120790526547,0.430505136050396,1.1504948713915,0.860604017334145,1.53803424390038,,2.01440364596173,104396,2004,"glmerMod","full_bobyqa_100000","lme4_wald_z"
"tasktracking_shuffled_objects_five_objects",-0.0634439038816369,0.142899662395389,-0.443975183832792,0.657060525860964,-0.3435272421766,0.216639434413326,0.938526765532552,0.70926415898176,1.24189623635507,,2.01440364596173,104396,2004,"glmerMod","full_bobyqa_100000","lme4_wald_z"
"tasktruthfulqa",0.158192660094316,0.133859575312984,1.18178068116859,0.237292735200656,-0.104172107519132,0.420557427707764,1.17139185343422,0.901070203117918,1.52281017566008,,2.01440364596173,104396,2004,"glmerMod","full_bobyqa_100000","lme4_wald_z"
"consensusunanimous correct:reasoning_depthcot",0.0422612693717915,0.0470516573539635,0.898188751436861,0.369084929278475,-0.049959979041977,0.13448251778556,1.04316699073404,0.951267494375374,1.14394466014173,,2.01440364596173,104396,2004,"glmerMod","full_bobyqa_100000","lme4_wald_z"
"consensusunanimous correct:authoritypresent",0.292298818701171,0.041674496847079,7.01385357509501,2.31842033367886e-12,0.210616804880896,0.373980832521446,1.33950322645572,1.23443923332917,1.4535092900817,,2.01440364596173,104396,2004,"glmerMod","full_bobyqa_100000","lme4_wald_z"
"reasoning_depthcot:authoritypresent",0.121875950793837,0.0505689682819939,2.41009367868067,0.0159484249084668,0.0227607729611287,0.220991128626545,1.12961396537292,1.02302177580121,1.24731236514118,,2.01440364596173,104396,2004,"glmerMod","full_bobyqa_100000","lme4_wald_z"
"consensusunanimous correct:reasoning_depthcot:authoritypresent",-0.162001252428247,0.0665097474716326,-2.43575203014179,0.014860868038332,-0.292360357472646,-0.0316421473838467,0.850440139424313,0.746499480832009,0.968853226713502,,2.01440364596173,104396,2004,"glmerMod","full_bobyqa_100000","lme4_wald_z"
