"Term","Estimate","SE","Statistic","P_value","CI_lower","CI_upper","Odds_Ratio","OR_CI_lower","OR_CI_upper","Std_Estimate_y_sd","Random_Intercept_Variance","N_observations","N_unique_instances","Model_Type","Simplification","P_value_method"
"(Intercept)",-0.97897302294162,0.0450984175062627,-21.707480596313,1.74356773802266e-104,-1.0673659212539,-0.890580124629345,0.375696732724352,0.343913219869825,0.410417590324616,,0.825407264356041,338004,2489,"glmerMod","full_bobyqa_100000","lme4_wald_z"
"consensusunanimous correct",0.916096254393668,0.0203861574472007,44.9371715472285,0,0.876139385797154,0.956053122990181,2.49951385357258,2.40161009610769,2.60140874421154,,0.825407264356041,338004,2489,"glmerMod","full_bobyqa_100000","lme4_wald_z"
"consensusunanimous wrong",1.62826256234954,0.0208915785807909,77.9387041554951,0,1.58731506833119,1.66921005636789,5.09501475348472,4.89060035693976,5.30797314104615,,0.825407264356041,338004,2489,"glmerMod","full_bobyqa_100000","lme4_wald_z"
"reflectionself_reflection",-0.270411798343627,0.0206547192890841,-13.0920103323088,3.65796258543455e-39,-0.310895048150231,-0.229928548537022,0.76306520064278,0.732790779581479,0.794590375119837,,0.825407264356041,338004,2489,"glmerMod","full_bobyqa_100000","lme4_wald_z"
"authoritypresent",0.214297740035065,0.0205129623705787,10.4469425801915,1.51325095690976e-25,0.174092333788731,0.254503146281399,1.23899149725298,1.19016545323264,1.28982060947548,,0.825407264356041,338004,2489,"glmerMod","full_bobyqa_100000","lme4_wald_z"
"modelmistral_it",0.639061171454562,0.0118688182109669,53.8437071067501,0,0.615798287761066,0.662324055148057,1.8947012444363,1.85113374729997,1.93929412766886,,0.825407264356041,338004,2489,"glmerMod","full_bobyqa_100000","lme4_wald_z"
"modelgemma2_it",-1.99987101973331,0.0124655042966163,-160.432419912299,0,-2.02430340815467,-1.97543863131194,0.135352739943299,0.132085821054425,0.138700460533228,,0.825407264356041,338004,2489,"glmerMod","full_bobyqa_100000","lme4_wald_z"
"modelllama31_it",-0.491780192164685,0.0106952544608129,-45.9811586499931,0,-0.512742890907879,-0.470817493421492,0.611536771634132,0.598850741784422,0.624491541826164,,0.825407264356041,338004,2489,"glmerMod","full_bobyqa_100000","lme4_wald_z"
"taskgeometric_shapes",1.00631378116257,0.0725811759987062,13.8646662487325,1.03707349111628e-43,0.864054676205109,1.14857288612004,2.73549875983627,2.37276199707346,3.15368902329655,,0.825407264356041,338004,2489,"glmerMod","full_bobyqa_100000","lme4_wald_z"
"tasklogical_deduction_seven_objects",0.776015381655679,0.0725223858649061,10.7003564816694,1.01387410738075e-26,0.633871505360462,0.918159257950895,2.1727972259303,1.88489384819705,2.50467568214847,,0.825407264356041,338004,2489,"glmerMod","full_bobyqa_100000","lme4_wald_z"
"taskmmlu_pro",0.974584678125681,0.0594609459176696,16.3903325634124,2.24214586571115e-60,0.858041224127049,1.09112813212431,2.65006635186867,2.3585363220874,2.97763134005543,,0.825407264356041,338004,2489,"glmerMod","full_bobyqa_100000","lme4_wald_z"
"tasktemporal_sequences",0.323816064689657,0.0725687961585855,4.46219424643641,8.11246351701149e-06,0.181581224218829,0.466050905160484,1.38239301284551,1.1991119296841,1.59368812423336,,0.825407264356041,338004,2489,"glmerMod","full_bobyqa_100000","lme4_wald_z"
"tasktracking_shuffled_objects_five_objects",1.03444634227424,0.0724736698302218,14.2734091525592,3.20518743584722e-46,0.892397949407006,1.17649473514148,2.8135480616952,2.44097597578691,3.2429867290754,,0.825407264356041,338004,2489,"glmerMod","full_bobyqa_100000","lme4_wald_z"
"tasktruthfulqa",0.4326299252076,0.059517041098626,7.26900929921376,3.62133475951348e-13,0.315976524654293,0.549283325760906,1.54130571674943,1.37159805650955,1.73201128509175,,0.825407264356041,338004,2489,"glmerMod","full_bobyqa_100000","lme4_wald_z"
"consensusunanimous correct:reflectionself_reflection",-0.601279851285205,0.0287162839016457,-20.9386372326102,2.3817462636201e-97,-0.65756376773243,-0.544995934837979,0.54810968810657,0.518112039451829,0.579844140495433,,0.825407264356041,338004,2489,"glmerMod","full_bobyqa_100000","lme4_wald_z"
"consensusunanimous wrong:reflectionself_reflection",-0.791619593228529,0.0288294964166545,-27.4586687810203,5.47441062862504e-166,-0.848125406205172,-0.735113780251886,0.453110346240005,0.428216912787273,0.479450903826699,,0.825407264356041,338004,2489,"glmerMod","full_bobyqa_100000","lme4_wald_z"
"consensusunanimous correct:authoritypresent",-0.18339377224425,0.0286270683799748,-6.40630643033422,1.49087178380416e-10,-0.239502826269001,-0.127284718219499,0.832440299306084,0.787019049011275,0.880482947368756,,0.825407264356041,338004,2489,"glmerMod","full_bobyqa_100000","lme4_wald_z"
"consensusunanimous wrong:authoritypresent",-0.0926328919015277,0.0292330760191075,-3.16876991805379,0.00153085529271151,-0.149929720898978,-0.0353360629040769,0.911528068216914,0.860768468333517,0.965280966617984,,0.825407264356041,338004,2489,"glmerMod","full_bobyqa_100000","lme4_wald_z"
"reflectionself_reflection:authoritypresent",-0.157531945152085,0.0290043412957533,-5.43132297147358,5.59377899815958e-08,-0.214380454091762,-0.100683436212408,0.854249524041633,0.807041284448662,0.904219230648017,,0.825407264356041,338004,2489,"glmerMod","full_bobyqa_100000","lme4_wald_z"
"consensusunanimous correct:reflectionself_reflection:authoritypresent",0.101754358650392,0.0404716088614503,2.51421580492972,0.0119297409073408,0.0224300052819495,0.181078712018835,1.10711148596425,1.02268344921951,1.1985095126839,,0.825407264356041,338004,2489,"glmerMod","full_bobyqa_100000","lme4_wald_z"
"consensusunanimous wrong:reflectionself_reflection:authoritypresent",0.0281358795757314,0.0406472838330739,0.692195810457519,0.488814369367927,-0.0515327967370934,0.107804555888556,1.02853543188491,0.949772500012413,1.1138300325908,,0.825407264356041,338004,2489,"glmerMod","full_bobyqa_100000","lme4_wald_z"
