"Term","Estimate","SE","Statistic","P_value","CI_lower","CI_upper","Odds_Ratio","OR_CI_lower","OR_CI_upper","Std_Estimate_y_sd","Random_Intercept_Variance","N_observations","N_unique_instances","Model_Type","Simplification","P_value_method"
"(Intercept)",-2.41031620490929,0.0369887404061482,-65.1635113400253,0,-2.48281413610534,-2.33781827371324,0.0897868990248172,0.0835078920431058,0.096538028194166,,0.482751808428477,268130,2489,"glmerMod","full_bobyqa_100000","lme4_wald_z"
"n_authority",0.374679220333414,0.00366827700602025,102.140383542056,0,0.367489397401615,0.381869043265214,1.45452475780834,1.44410448718848,1.46502021830592,,0.482751808428477,268130,2489,"glmerMod","full_bobyqa_100000","lme4_wald_z"
"modelmistral_it",-0.923483050415114,0.0157298242534257,-58.7090507520448,0,-0.954313505951829,-0.8926525948784,0.397133393713707,0.385076406496626,0.409567892869458,,0.482751808428477,268130,2489,"glmerMod","full_bobyqa_100000","lme4_wald_z"
"modelgemma2_it",-2.0706757302123,0.0168951998075891,-122.560002473731,0,-2.10379032183517,-2.03756113858942,0.126100542962418,0.121993157506364,0.130346219906533,,0.482751808428477,268130,2489,"glmerMod","full_bobyqa_100000","lme4_wald_z"
"modelllama31_it",-0.00105279750708358,0.0117262540453532,-0.0897812296247131,0.92846106453249,-0.0240362554359759,0.0219306604218087,0.998947756489779,0.9762503147355,1.02217290497502,,0.482751808428477,268130,2489,"glmerMod","full_bobyqa_100000","lme4_wald_z"
"taskgeometric_shapes",0.885162048432113,0.0577647414548246,15.3235698133326,5.32129235464064e-53,0.771943155180657,0.99838094168357,2.42337706412236,2.16396709489123,2.71388433252008,,0.482751808428477,268130,2489,"glmerMod","full_bobyqa_100000","lme4_wald_z"
"tasklogical_deduction_seven_objects",0.556530097039714,0.057960668944518,9.60185772825439,7.85163018723437e-22,0.442927185908459,0.67013300817097,1.74460836367211,1.55725893981847,1.95449726745474,,0.482751808428477,268130,2489,"glmerMod","full_bobyqa_100000","lme4_wald_z"
"taskmmlu_pro",0.797714425466702,0.047578973119343,16.766112699948,4.31853359892677e-63,0.70445963815279,0.890969212780614,2.22046009734442,2.02275337080843,2.43749095418799,,0.482751808428477,268130,2489,"glmerMod","full_bobyqa_100000","lme4_wald_z"
"tasktemporal_sequences",0.439504728211163,0.0581862727483522,7.55340920550045,4.24010132567936e-14,0.325459633624393,0.553549822797934,1.55193839683324,1.38466693922252,1.73941669244859,,0.482751808428477,268130,2489,"glmerMod","full_bobyqa_100000","lme4_wald_z"
"tasktracking_shuffled_objects_five_objects",0.772134463772395,0.0577008051152977,13.3816930670121,7.73647909689473e-41,0.659040885746412,0.885228041798379,2.16438111999074,1.93293753711981,2.42353699620972,,0.482751808428477,268130,2489,"glmerMod","full_bobyqa_100000","lme4_wald_z"
"tasktruthfulqa",0.31743364230925,0.0480105575949628,6.61174662846563,3.79811682478811e-11,0.223332949423123,0.411534335195378,1.3735980930436,1.25023677005733,1.50913152324458,,0.482751808428477,268130,2489,"glmerMod","full_bobyqa_100000","lme4_wald_z"
