"Term","Estimate","SE","Statistic","P_value","CI_lower","CI_upper","Odds_Ratio","OR_CI_lower","OR_CI_upper","Std_Estimate_y_sd","Random_Intercept_Variance","N_observations","N_unique_instances","Model_Type","Simplification","P_value_method"
"(Intercept)",-0.883064454871886,0.0452219010994045,-19.5273624815281,8.93126900226748e-80,-0.971699381026719,-0.794429528717053,,,,-0.362941253679162,0.888769651185363,268130,2489,"lmerModLmerTest","full_bobyqa_100000","lmerTest"
"n_authority",0.0317346063476646,0.00302167279437941,10.5023304994154,8.52612419211987e-26,0.0258121276706809,0.0376570850246482,,,,0.0130429865558421,0.888769651185363,268130,2489,"lmerModLmerTest","full_bobyqa_100000","lmerTest"
"modelmistral_it",-0.346527864177942,0.0137803081014736,-25.146597712201,2.23975448002227e-139,-0.37353726805683,-0.319518460299054,,,,-0.14242364389783,0.888769651185363,268130,2489,"lmerModLmerTest","full_bobyqa_100000","lmerTest"
"modelgemma2_it",0.354626366484122,0.0114533992534998,30.962542965204,4.08948779491567e-210,0.332177703947263,0.377075029020982,,,,0.145752144511474,0.888769651185363,268130,2489,"lmerModLmerTest","full_bobyqa_100000","lmerTest"
"modelllama31_it",0.280915371439258,0.0114533992534998,24.526812103701,1.07568613839043e-132,0.258466708902399,0.303364033976118,,,,0.115456778410024,0.888769651185363,268130,2489,"lmerModLmerTest","full_bobyqa_100000","lmerTest"
"taskgeometric_shapes",0.606742470061287,0.0752128409321789,8.06700641195565,1.10975341170112e-15,0.459325301834216,0.754159638288358,,,,0.249372366342594,0.888769651185363,268130,2489,"lmerModLmerTest","full_bobyqa_100000","lmerTest"
"tasklogical_deduction_seven_objects",-0.0604311125397566,0.0751244720208631,-0.804413141472382,0.421235806045009,-0.207675077700648,0.0868128526211351,,,,-0.0248373078832482,0.888769651185363,268130,2489,"lmerModLmerTest","full_bobyqa_100000","lmerTest"
"taskmmlu_pro",0.512248590262043,0.0615272620804802,8.32555476939639,1.36825383434801e-16,0.391655156584302,0.632842023939784,,,,0.210535193121392,0.888769651185363,268130,2489,"lmerModLmerTest","full_bobyqa_100000","lmerTest"
"tasktemporal_sequences",0.694616065543508,0.0752297323248969,9.23326514766327,5.45698624978691e-20,0.54716579018671,0.842066340900305,,,,0.285488589494436,0.888769651185363,268130,2489,"lmerModLmerTest","full_bobyqa_100000","lmerTest"
"tasktracking_shuffled_objects_five_objects",-0.0924069014728242,0.0751154299644728,-1.23019866246562,0.218739890958484,-0.239633144203191,0.0548193412575426,,,,-0.037979420963127,0.888769651185363,268130,2489,"lmerModLmerTest","full_bobyqa_100000","lmerTest"
"tasktruthfulqa",0.341131341740106,0.0615960613835579,5.53820056149184,3.37591713984582e-08,0.220403061428332,0.461859622051879,,,,0.140205662403625,0.888769651185363,268130,2489,"lmerModLmerTest","full_bobyqa_100000","lmerTest"
